id,date,price,opec_price
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-29,77.69,78.44
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-28,79.04,80.31
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-27,80.97,81.82
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-22,80.23,81.23
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-21,80.73,80.84
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-20,81.1,81.24
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-19,79.82,79.19
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-18,78.89,78.47
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-15,76.84,78.03
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-14,77.05,76.77
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-13,74.14,73.91
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-12,74.11,77.01
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-11,75.75,77.93
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-08,75.94,77.42
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-07,74.21,76.37
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-06,74.33,78.26
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-05,77.27,79.96
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-04,78.16,79.63
Europe Brent Spot Price FOB (Dollars per Barrel),2023-12-01,78.72,82.54
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-30,81.72,85.0
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-29,82.98,83.89
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-28,81.66,83.4
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-27,79.49,82.75
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-24,79.82,84.16
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-23,80.85,83.78
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-22,81.76,84.46
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-21,82.42,84.75
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-20,83.25,84.44
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-17,81.22,81.08
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-16,77.73,82.22
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-15,82.4,84.82
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-14,84.2,85.47
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-13,84.09,84.08
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-10,83.66,83.71
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-09,81.74,83.22
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-08,81.46,84.27
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-07,83.43,86.5
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-06,87.31,88.86
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-03,87.55,89.78
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-02,89.02,89.08
Europe Brent Spot Price FOB (Dollars per Barrel),2023-11-01,86.92,88.54
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-31,86.82,90.06
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-30,90.73,91.1
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-27,90.73,91.6
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-26,88.45,91.68
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-25,90.14,90.83
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-24,88.0,91.29
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-23,91.88,94.29
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-20,93.72,95.72
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-19,93.12,93.63
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-18,91.99,94.46
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-17,92.52,92.65
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-16,90.99,93.23
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-13,94.33,91.62
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-12,88.4,89.43
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-11,87.58,89.89
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-10,90.7,90.8
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-09,91.37,90.01
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-06,87.86,87.33
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-05,88.28,88.54
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-04,89.83,92.38
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-03,94.46,93.59
Europe Brent Spot Price FOB (Dollars per Barrel),2023-10-02,91.21,95.02
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-29,95.86,96.35
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-28,96.64,97.48
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-27,97.1,97.08
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-26,94.46,94.47
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-25,94.01,95.31
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-22,93.99,95.73
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-21,93.7,95.01
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-20,94.56,95.82
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-19,96.11,97.0
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-18,95.95,96.93
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-15,95.55,96.87
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-14,95.2,95.7
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-13,93.04,95.1
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-12,93.58,94.09
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-11,91.97,93.12
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-08,91.85,92.84
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-07,91.16,92.97
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-06,91.79,92.3
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-05,91.25,91.44
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-04,90.42,91.27
Europe Brent Spot Price FOB (Dollars per Barrel),2023-09-01,89.98,89.66
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-31,87.29,88.44
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-30,86.62,87.76
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-29,86.37,87.09
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-25,85.42,86.89
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-24,84.07,85.71
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-23,83.94,85.84
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-22,84.7,86.51
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-21,85.44,87.58
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-18,85.92,86.46
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-17,85.24,86.17
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-16,84.49,86.96
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-15,86.28,87.82
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-14,87.4,88.66
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-11,87.93,88.97
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-10,87.44,89.75
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-09,89.31,88.2
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-08,88.0,87.61
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-07,86.47,88.25
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-04,87.38,87.98
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-03,86.19,85.5
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-02,84.01,86.69
Europe Brent Spot Price FOB (Dollars per Barrel),2023-08-01,85.34,86.63
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-31,85.22,86.45
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-28,84.49,85.37
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-27,84.28,84.88
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-26,82.98,84.82
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-25,83.46,84.64
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-24,82.53,83.19
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-21,81.06,81.99
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-20,79.62,81.28
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-19,79.38,81.46
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-18,79.54,80.33
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-17,77.8,80.05
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-14,79.9,82.06
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-13,81.31,81.53
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-12,80.35,80.64
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-11,79.54,79.68
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-10,77.83,79.09
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-07,78.77,78.43
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-06,76.72,77.56
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-05,76.74,76.61
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-04,76.23,76.18
Europe Brent Spot Price FOB (Dollars per Barrel),2023-07-03,74.52,76.12
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-30,74.51,76.14
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-29,73.86,74.34
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-28,73.64,74.38
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-27,71.88,75.15
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-26,73.86,74.65
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-23,73.56,74.14
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-22,73.93,76.83
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-21,76.92,77.24
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-20,75.79,76.85
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-19,76.09,76.45
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-16,76.76,75.89
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-15,75.75,74.2
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-14,73.39,74.84
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-13,74.24,73.06
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-12,71.8,72.96
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-09,74.74,75.85
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-08,75.88,76.55
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-07,76.85,76.03
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-06,76.22,75.46
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-05,76.61,77.09
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-02,76.0,73.33
Europe Brent Spot Price FOB (Dollars per Barrel),2023-06-01,74.18,72.79
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-31,71.98,73.07
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-30,73.38,75.19
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-26,76.33,76.25
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-25,75.66,76.94
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-24,77.99,77.49
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-23,76.66,75.96
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-22,75.77,75.24
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-19,75.42,75.71
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-18,75.75,76.06
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-17,76.98,74.6
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-16,75.15,75.22
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-15,75.46,74.45
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-12,74.54,74.46
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-11,75.32,76.71
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-10,76.7,76.62
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-09,77.76,76.32
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-05,75.85,74.31
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-04,73.0,73.3
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-03,72.91,73.79
Europe Brent Spot Price FOB (Dollars per Barrel),2023-05-02,76.71,78.59
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-28,81.32,79.98
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-27,80.11,78.4
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-26,79.19,81.12
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-25,82.13,82.95
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-24,84.23,82.3
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-21,83.36,81.86
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-20,83.29,82.42
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-19,85.34,84.41
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-18,85.48,85.51
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-17,85.63,86.43
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-14,87.31,86.8
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-13,86.51,87.77
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-12,88.31,86.65
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-11,87.32,85.42
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-06,86.56,85.18
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-05,85.89,85.49
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-04,85.7,85.5
Europe Brent Spot Price FOB (Dollars per Barrel),2023-04-03,85.81,84.84
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-31,79.19,78.12
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-30,78.45,77.53
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-29,77.51,77.72
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-28,78.07,77.63
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-27,76.8,75.01
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-24,73.63,74.6
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-23,74.31,75.88
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-22,76.08,74.75
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-21,74.78,73.96
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-20,72.42,70.77
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-17,71.03,74.11
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-16,73.12,73.75
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-15,74.3,76.22
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-14,76.77,78.92
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-13,79.67,81.88
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-10,82.3,80.72
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-09,81.0,82.05
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-08,82.1,82.12
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-06,85.86,84.59
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-03,85.74,83.82
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-02,84.15,83.22
Europe Brent Spot Price FOB (Dollars per Barrel),2023-03-01,83.68,82.59
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-28,83.21,81.91
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-27,81.24,81.64
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-24,82.31,82.04
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-23,82.08,80.53
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-22,79.55,80.52
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-21,82.14,81.94
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-20,82.79,82.02
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-17,81.97,81.73
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-16,83.84,83.76
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-15,84.11,82.95
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-14,84.96,84.37
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-13,85.98,84.23
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-10,85.46,83.62
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-09,83.46,82.84
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-08,84.17,81.92
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-07,82.92,80.55
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-06,80.48,78.25
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-03,78.85,79.42
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-02,80.57,80.48
Europe Brent Spot Price FOB (Dollars per Barrel),2023-02-01,81.61,82.87
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-31,83.42,81.95
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-30,84.9,83.45
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-27,85.36,85.31
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-26,86.29,84.47
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-25,85.08,84.59
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-24,85.25,84.89
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-23,87.54,85.45
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-20,86.96,84.9
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-19,85.08,82.6
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-18,83.78,84.62
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-17,84.38,83.3
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-16,82.65,82.25
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-13,83.43,81.86
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-12,82.59,80.73
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-11,81.11,78.23
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-10,78.4,77.0
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-09,77.5,77.57
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-06,76.41,76.15
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-05,76.73,75.77
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-04,75.31,76.88
Europe Brent Spot Price FOB (Dollars per Barrel),2023-01-03,80.36,82.05
Europe Brent Spot Price FOB (Dollars per Barrel),2022-12-30,82.82,81.29
